,code,allergen
1798201,8802241130261,he:sesame oil
1400221,7610046000259,en:gluten
1400221,7610046000259,en:nuts
1369653,6416453074316,en:gluten
1369653,6416453074316,en:soybeans
1353570,6044000018034,en:soybeans
1388593,7392672004190,en:eggs
1388593,7392672004190,en:milk
1195576,4800888607119,en:celery
1195576,4800888607119,en:eggs
1195576,4800888607119,en:mustard
1241681,5055936872363,en:milk
1241681,5055936872363,en:soybeans
1831316,9317444001564,en:fish
1831316,9317444001564,en:nuts
1831316,9317444001564,en:sesame-seeds
1832876,9339423004212,en:gluten
1832876,9339423004212,en:soybeans
1433546,76165702,en:gluten
1433546,76165702,en:milk
1433546,76165702,en:nuts
1433546,76165702,en:soybeans
1379691,7090033932402,en:gluten
328608,04145442,en:gluten
1230904,5033579018539,en:milk
1230904,5033579018539,en:nuts
1230904,5033579018539,en:soybeans
680675,3113010129672,en:celery
1184404,4388860265798,en:gluten
1431466,7613413549429,en:eggs
1431466,7613413549429,en:mustard
643200,29052486,en:nuts
643200,29052486,en:sesame-seeds
695122,3178530409024,en:eggs
695122,3178530409024,en:gluten
695122,3178530409024,en:soybeans
307533,0222307036081,en:gluten
307533,0222307036081,en:milk
1581565,8076810791966,en:soybeans
1530632,8015565031859,en:gluten
1530636,8015565033198,en:gluten
1530634,8015565033013,en:gluten
1530634,8015565033013,en:nuts
1530600,8015565030159,en:gluten
1530600,8015565030159,en:sesame-seeds
1553419,8030582002484,en:gluten
1755170,8602300204137,sr:mleko
460294,0859792002989,en:celery
1820160,9032400019109,en:gluten
655684,3023290013267,en:milk
1429671,7613404016299,en:gluten
1589199,8410092134347,en:sulphur-dioxide-and-sulphites
269079,0099482479282,en:crustaceans
843641,3391860004466,en:soybeans
655944,3023290042830,en:gluten
655944,3023290042830,en:milk
655944,3023290042830,en:soybeans
1147740,4104420032927,en:celery
625525,2681503000018,en:gluten
1388954,7404701259478,en:milk
1588535,8410087412283,en:gluten
521344,20545512,en:milk
82696,0038000210532,en:gluten
82696,0038000210532,en:milk
82696,0038000210532,en:soybeans
523958,20651831,en:milk
522894,20612597,en:milk
1596395,8410320275989,en:milk
489993,18619065,en:gluten
1795595,8722700153221,en:gluten
1795595,8722700153221,en:soybeans
505021,2009010007427,en:nuts
988,00005012,en:none
1387139,7340083475726,en:gluten
1735490,8480000093653,en:gluten
1735486,8480000093615,en:gluten
1735486,8480000093615,en:milk
1736269,8480000145208,en:gluten
1749087,8480024753373,en:gluten
1749087,8480024753373,en:soybeans
1736210,8480000141521,en:gluten
1736210,8480000141521,en:milk
1736210,8480000141521,en:soybeans
1736292,8480000146267,en:milk
1662496,8424818360958,en:gluten
1662496,8424818360958,en:milk
1662496,8424818360958,en:soybeans
1749113,8480024754011,en:gluten
1749113,8480024754011,en:milk
1749113,8480024754011,en:soybeans
1836588,9415522285001,en:milk
1397239,7503024543100,en:gluten
1391588,7501000612130,en:gluten
1391588,7501000612130,en:milk
1391588,7501000612130,en:nuts
1391588,7501000612130,en:peanuts
1391588,7501000612130,en:soybeans
1736228,8480000141842,en:gluten
1736228,8480000141842,en:milk
1736228,8480000141842,en:soybeans
1749108,8480024753854,en:gluten
1749108,8480024753854,en:milk
1382892,7300400112734,en:sesame-seeds
851527,3414170013017,en:milk
1192014,4711931026316,en:soybeans
1147447,4104060029950,en:milk
1181071,4337256065726,en:fish
587156,24052627,en:milk
696153,3179142787203,en:soybeans
521466,20550813,en:fish
521466,20550813,en:gluten
485570,14423765,en:milk
1205001,5000159429115,en:milk
1205001,5000159429115,en:peanuts
1205001,5000159429115,en:soybeans
549298,22117618,en:gluten
1586176,8410060608009,en:eggs
1193143,4750133080160,en:milk
1588194,8410087010014,en:eggs
1588194,8410087010014,en:gluten
1588194,8410087010014,en:nuts
1588194,8410087010014,en:soybeans
1193609,4752050235708,en:gluten
1388755,7394376616037,en:gluten
657773,3033124694401,en:gluten
657773,3033124694401,en:milk
273175,01681369,en:gluten
604319,25211924,en:milk
694766,3177630361034,en:milk
509859,20199784,en:gluten
509859,20199784,en:milk
267748,0099482443016,en:milk
1382373,7290106724488,he:חלב
1382373,7290106724488,he:לקטוז
1382189,7290015597548,he:חלב
1382189,7290015597548,he:לקטוז
1382393,7290107944472,he:חלב
1382393,7290107944472,he:לקטוז
1067786,4000358009119,en:gluten
273834,01800425,en:soybeans
1685939,8434164505620,en:eggs
1685939,8434164505620,en:gluten
1685939,8434164505620,en:milk
1685939,8434164505620,en:soybeans
147734,0054400600506,en:mustard
1147889,4104420055964,en:milk
1147889,4104420055964,en:nuts
1231387,5034709000295,en:gluten
1287578,5400601010548,en:eggs
1287578,5400601010548,en:gluten
1206784,5000169101629,en:gluten
1206784,5000169101629,en:milk
693010,3175681150027,en:nuts
693010,3175681150027,en:soybeans
693010,3175681150027,es:avena
1582170,80896517,en:soybeans
330947,04838227,en:none
485858,14720535,en:gluten
1290040,5410041002904,en:gluten
1290040,5410041002904,en:milk
1290040,5410041002904,en:sulphur-dioxide-and-sulphites
1381069,7290000155890,en:mustard
1663663,8425252000639,en:gluten
659002,3033491612572,en:milk
1840204,9557477773353,en:gluten
1840204,9557477773353,en:soybeans
1382145,7290014748187,en:celery
1382145,7290014748187,en:gluten
1382145,7290014748187,en:soybeans
635441,28398561,en:gluten
476612,0978469003361,en:milk
476612,0978469003361,en:mustard
476612,0978469003361,en:soybeans
1206648,5000169068823,en:gluten
1206648,5000169068823,en:milk
1826337,9300650430617,en:milk
495965,2000000131450,en:gluten
308832,02321826,en:gluten
1201569,4973288404456,en:gluten
271256,01188004,en:gluten
1584863,8410014448170,en:milk
1584863,8410014448170,en:nuts
1584863,8410014448170,en:soybeans
1126768,4059300679511,en:eggs
1126768,4059300679511,en:milk
1126768,4059300679511,en:sulphur-dioxide-and-sulphites
675993,3100080002363,en:eggs
675993,3100080002363,en:gluten
675993,3100080002363,en:milk
676375,3102621003655,en:eggs
281919,0202015337779,en:gluten
480026,11111111111,en:gluten
480026,11111111111,en:milk
480026,11111111111,en:sesame-seeds
1832111,9329018033604,en:gluten
1832111,9329018033604,en:milk
1832111,9329018033604,en:soybeans
485782,14612634,en:sulphur-dioxide-and-sulphites
1820015,90236068,en:gluten
479934,1110000131051,en:sesame-seeds
133932,00480901,en:milk
334275,0602652257841,en:nuts
334275,0602652257841,en:peanuts
334275,0602652257841,en:soybeans
1248034,5060088705902,en:peanuts
1248034,5060088705902,en:soybeans
461436,0861297000308,en:milk
461436,0861297000308,en:nuts
712817,3229820764474,en:gluten
683209,3123930771301,en:milk
1181648,4388040004018,de:joghurt mild
623002,2644906003352,en:sulphur-dioxide-and-sulphites
1167755,4305615583600,en:peanuts
132852,0047416029638,en:soybeans
385121,0726003020721,en:gluten
385121,0726003020721,en:soybeans
963710,3700160092002,en:crustaceans
963710,3700160092002,en:gluten
963710,3700160092002,en:milk
963710,3700160092002,en:molluscs
658649,3033491325373,en:milk
656366,3023290719718,en:milk
987621,3760018883251,en:fish
987621,3760018883251,en:mustard
841562,3386030005466,en:crustaceans
841562,3386030005466,en:fish
841562,3386030005466,en:gluten
841562,3386030005466,en:molluscs
841562,3386030005466,en:sesame-seeds
841562,3386030005466,en:soybeans
482246,12221878,en:peanuts
843989,3392460488816,en:eggs
843989,3392460488816,en:gluten
843989,3392460488816,en:milk
1798388,8805957018281,en:gluten
897737,3535801308507,en:gluten
897737,3535801308507,en:nuts
964520,3700211224055,en:gluten
388131,0733553051556,en:fish
388131,0733553051556,en:mustard
1726368,8437013039611,en:milk
1726368,8437013039611,en:soybeans
628177,27014387,en:milk
628177,27014387,en:nuts
714623,3234510060354,en:eggs
714623,3234510060354,en:gluten
714623,3234510060354,en:milk
714623,3234510060354,en:nuts
714623,3234510060354,en:soybeans
293683,0208774018836,en:eggs
293683,0208774018836,en:gluten
504425,20076856,en:gluten
504425,20076856,en:milk
504425,20076856,en:nuts
504425,20076856,en:soybeans
963651,3700157531217,en:gluten
963651,3700157531217,en:milk
658426,3033491215261,en:milk
1194149,4770265214370,en:milk
693415,3175681228368,en:gluten
484242,13423720011110,en:eggs
484242,13423720011110,en:gluten
484242,13423720011110,en:milk
715767,3240931542041,en:gluten
715767,3240931542041,en:milk
715767,3240931542041,en:soybeans
715767,3240931542041,fr:mozzarrella
963601,3700157510137,en:eggs
963601,3700157510137,en:gluten
963601,3700157510137,en:milk
1587296,8410076473035,en:gluten
714607,3234510040219,en:eggs
714607,3234510040219,en:gluten
714607,3234510040219,en:milk
898943,3541600000009,en:gluten
522486,20593643,en:gluten
522486,20593643,en:milk
522486,20593643,en:nuts
522486,20593643,en:soybeans
522486,20593643,fr:iait
1185900,44208769,en:milk
693747,3175681646964,en:gluten
693747,3175681646964,en:nuts
693747,3175681646964,en:oats
1433550,7616600240178,en:soybeans
1433550,7616600240178,fr:disulﬁte de sodium
1432865,7616500051034,en:milk
1432865,7616500051034,en:nuts
1432865,7616500051034,en:soybeans
1147115,41028087,en:celery
1147115,41028087,en:gluten
1529959,8015057000042,en:gluten
1529959,8015057000042,en:sulphur-dioxide-and-sulphites
510379,20201838,en:mustard
287168,0204948012464,en:milk
1287229,5400501108376,en:milk
1287229,5400501108376,en:nuts
1287229,5400501108376,en:soybeans
1597376,8410376018097,en:gluten
1597376,8410376018097,en:milk
1597376,8410376018097,en:soybeans
511415,20225780,en:eggs
511415,20225780,en:fish
511415,20225780,en:gluten
511415,20225780,en:milk
511415,20225780,en:mustard
1381239,7290000651118,en:gluten
693772,3175681845060,en:soybeans
656336,3023290633687,en:milk
656336,3023290633687,fr:iait
656237,3023290239902,en:milk
656237,3023290239902,en:nuts
964578,3700212554694,en:crustaceans
964578,3700212554694,en:eggs
964578,3700212554694,en:fish
964578,3700212554694,en:gluten
964578,3700212554694,en:milk
964578,3700212554694,en:molluscs
964578,3700212554694,en:sesame-seeds
964578,3700212554694,en:soybeans
1231737,5035766720225,en:gluten
664851,3045320514681,en:milk
1228993,5028934115763,en:milk
498444,2000002891550,en:gluten
498444,2000002891550,en:milk
498444,2000002891550,en:nuts
498444,2000002891550,en:sulphur-dioxide-and-sulphites
578028,2350242006253,en:milk
537974,21357633,en:mustard
532867,20997342,en:mustard
532867,20997342,en:nuts
643548,29067206,en:gluten
549384,22121189,en:nuts
1146656,4101540707346,en:nuts
549984,22139207,en:eggs
549984,22139207,en:gluten
549984,22139207,en:milk
549984,22139207,en:nuts
1068266,4000405005224,en:gluten
1068266,4000405005224,en:soybeans
523916,20649807,en:mustard
549329,22118592,en:gluten
1736044,8480000124807,en:nuts
509173,20185503,en:eggs
509173,20185503,en:milk
845618,3396118127317,en:gluten
550818,22165756,en:gluten
574869,23203372,en:nuts
1167575,4305615427669,en:eggs
1167575,4305615427669,en:milk
1167575,4305615427669,en:nuts
1381295,7290001567494,en:celery
850914,3413160002499,en:milk
1659090,8423759805788,en:milk
1659090,8423759805788,en:soybeans
1834139,9349571000448,en:gluten
1834139,9349571000448,en:milk
1834139,9349571000448,en:nuts
1834139,9349571000448,en:sesame-seeds
1735543,8480000095329,en:gluten
849750,3410280020594,en:celery
849750,3410280020594,en:eggs
849750,3410280020594,en:gluten
849750,3410280020594,en:lupin
849750,3410280020594,en:milk
849750,3410280020594,en:nuts
849750,3410280020594,en:oats
849750,3410280020594,en:sesame-seeds
849750,3410280020594,en:soybeans
695175,3178530410143,en:eggs
695175,3178530410143,en:gluten
695175,3178530410143,en:milk
695175,3178530410143,en:soybeans
382084,0722252130082,en:gluten
382084,0722252130082,en:milk
382084,0722252130082,en:nuts
382084,0722252130082,en:oats
382084,0722252130082,en:peanuts
382084,0722252130082,en:soybeans
627778,2700856002002,en:milk
627778,2700856002002,en:nuts
1242956,5056185718600,de:mich
35178,0020009495935,en:eggs
35178,0020009495935,en:gluten
35178,0020009495935,en:milk
82533,0038000195488,en:gluten
82533,0038000195488,en:milk
1586390,8410063081908,en:crustaceans
1586390,8410063081908,en:gluten
1586390,8410063081908,en:molluscs
846047,3396410217136,en:milk
655808,3023290030356,en:milk
508154,20160999,en:nuts
1547239,8024724000469,en:eggs
1547239,8024724000469,en:gluten
1547239,8024724000469,en:milk
1547239,8024724000469,en:nuts
520199,20500085,en:milk
271046,01147834,en:gluten
271046,01147834,en:soybeans
1171370,4311501643327,en:milk
1585215,8410022114821,en:eggs
1585215,8410022114821,en:gluten
1585215,8410022114821,en:milk
693042,3175681158559,en:gluten
693042,3175681158559,en:sesame-seeds
693042,3175681158559,es:avena
1385139,7312690207526,en:nuts
692635,3175681040502,en:celery
692635,3175681040502,en:eggs
692635,3175681040502,en:gluten
692635,3175681040502,en:lupin
692635,3175681040502,en:milk
692635,3175681040502,en:nuts
692635,3175681040502,en:sesame-seeds
692635,3175681040502,en:soybeans
692635,3175681040502,en:sulphur-dioxide-and-sulphites
33682,0018944001038,en:nuts
1834267,9350177000152,en:fish
1185522,4400003745,en:gluten
1185522,4400003745,en:peanuts
31235,0018053721377,en:gluten
31235,0018053721377,en:milk
386130,0728575202673,en:crustaceans
386130,0728575202673,en:eggs
35913,0020601408302,en:milk
35459,0020200038535,en:eggs
82082,0038000145216,en:gluten
82082,0038000145216,en:soybeans
268139,0099482453305,en:nuts
383829,0725342412648,en:gluten
3230,0008229101393,en:milk
3400,0008346804092,en:nuts
3400,0008346804092,en:peanuts
386495,0729313463851,en:milk
386495,0729313463851,en:peanuts
1595483,8410297161858,en:nuts
1232830,5039303002409,en:gluten
1232830,5039303002409,en:soybeans
1823063,9120025833771,en:eggs
1823063,9120025833771,en:gluten
1823063,9120025833771,en:milk
1823063,9120025833771,en:soybeans
1588352,8410087122441,en:eggs
1588352,8410087122441,en:gluten
1588352,8410087122441,en:milk
1588352,8410087122441,en:soybeans
1588352,8410087122441,es:gluten de trigo
1588352,8410087122441,es:suero de leche
679661,3110845262369,en:milk
679661,3110845262369,en:nuts
1205645,5000159524322,en:milk
678604,3105561045402,en:eggs
678604,3105561045402,en:nuts
678604,3105561045402,en:sulphur-dioxide-and-sulphites
659232,3033610035459,en:celery
659232,3033610035459,en:gluten
659232,3033610035459,en:milk
659232,3033610035459,en:nuts
659237,3033610035589,en:gluten
659237,3033610035589,en:milk
715873,3240931544366,en:eggs
715873,3240931544366,en:fish
715873,3240931544366,en:gluten
715873,3240931544366,en:milk
715873,3240931544366,en:soybeans
677790,3103260000005,en:gluten
677790,3103260000005,en:milk
677790,3103260000005,en:nuts
1736075,8480000125576,en:milk
1736075,8480000125576,en:nuts
1067320,4000194331955,en:milk
1067320,4000194331955,en:soybeans
276170,0193968013431,en:nuts
1735378,8480000073136,en:celery
1369632,6416453071858,en:milk
1369632,6416453071858,en:soybeans
1735742,8480000107480,en:milk
1206043,5000168186733,en:eggs
1206043,5000168186733,en:gluten
1206043,5000168186733,en:milk
1206043,5000168186733,en:soybeans
523668,20638009,en:gluten
523668,20638009,en:milk
1581456,8076809577502,en:eggs
1581456,8076809577502,en:gluten
1581456,8076809577502,en:milk
1581456,8076809577502,en:nuts
1581456,8076809577502,en:peanuts
1581456,8076809577502,en:sesame-seeds
1581463,8076809577786,en:gluten
1581463,8076809577786,en:milk
1581463,8076809577786,en:soybeans
1379786,7101015389777,en:gluten
1379786,7101015389777,en:oats
1822662,9108930009795,en:gluten
1822662,9108930009795,en:milk
1822662,9108930009795,en:nuts
364710,0688267540257,en:nuts
31096,0018000427420,en:gluten
31096,0018000427420,en:milk
31132,0018000476992,en:gluten
31132,0018000476992,en:soybeans
31093,0018000426973,en:gluten
31093,0018000426973,en:milk
274346,01826003,en:gluten
274346,01826003,en:milk
274346,01826003,en:soybeans
1168729,4306188047193,en:gluten
1587213,8410076471239,en:gluten
675978,3100080001779,en:crustaceans
675978,3100080001779,en:eggs
675978,3100080001779,en:fish
675978,3100080001779,en:gluten
675978,3100080001779,en:milk
1822319,9100000822136,en:milk
1819721,9017100006581,en:gluten
1819721,9017100006581,en:milk
1204030,5000128883535,en:eggs
1204030,5000128883535,en:milk
549246,22116550,en:gluten
1339094,5900864735238,en:eggs
1339094,5900864735238,en:gluten
693940,3176010770008,en:milk
586704,24045391,en:milk
586704,24045391,en:soybeans
1171365,4311501642702,en:gluten
1171365,4311501642702,en:milk
511650,20230678,en:mustard
1386590,7340011407133,en:gluten
1386590,7340011407133,sv:fullkornshavregryn
1432609,7614800994129,en:gluten
1432609,7614800994129,en:milk
1432609,7614800994129,en:nuts
1432609,7614800994129,en:soybeans
1825296,9300617066224,en:milk
1825295,9300617066125,en:milk
1825295,9300617066125,en:soybeans
1171201,4311501629703,en:milk
1182178,4388844003958,en:eggs
549599,22126122,en:eggs
549599,22126122,en:milk
523228,20622671,en:milk
1174592,4316268499682,en:gluten
1174592,4316268499682,en:haselnüsse
1813478,9000275698217,en:eggs
1813478,9000275698217,en:gluten
1813478,9000275698217,en:milk
2346,00028097,en:milk
2346,00028097,en:soybeans
1822203,9100000786544,en:eggs
1822203,9100000786544,en:gluten
1822203,9100000786544,en:milk
1822203,9100000786544,en:soybeans
1128886,4061458029711,en:milk
1527902,8013108698958,en:milk
1527902,8013108698958,en:nuts
1527902,8013108698958,en:soybeans
1799903,8850183000548,en:gluten
1128408,4061458020114,en:milk
1818648,9009504007165,en:celery
1818648,9009504007165,en:mustard
1818648,9009504007165,en:soybeans
1182036,4388840218912,en:milk
1182036,4388840218912,en:nuts
1182036,4388840218912,en:soybeans
1185103,4388860593228,en:eggs
1185103,4388860593228,en:gluten
1185103,4388860593228,en:milk
1813422,9000275522017,en:celery
1813422,9000275522017,en:eggs
1813422,9000275522017,en:gluten
1813422,9000275522017,en:milk
576495,2330422001995,en:milk
1377117,70118537,en:milk
1377117,70118537,en:soybeans
1753663,8594157871139,en:nuts
1753663,8594157871139,en:soybeans
551131,22176370,en:milk
551131,22176370,en:nuts
551131,22176370,en:peanuts
551131,22176370,en:soybeans
551131,22176370,de:sahne- pulver
1171276,4311501634684,en:soybeans
587029,24050296,en:gluten
635669,28435525,en:eggs
635669,28435525,en:gluten
635669,28435525,en:milk
481042,11532213,en:eggs
481042,11532213,en:gluten
1146773,4101730003555,en:gluten
1146773,4101730003555,en:milk
1146773,4101730003555,en:nuts
605591,2553558000025,en:soybeans
1662051,8424790200044,en:milk
1662051,8424790200044,en:nuts
511385,20224905,en:eggs
511385,20224905,en:gluten
511385,20224905,en:milk
511385,20224905,en:nuts
523367,20626754,en:gluten
523367,20626754,en:milk
523367,20626754,en:nuts
523367,20626754,en:soybeans
1813602,9000331605890,en:milk
1813602,9000331605890,en:nuts
1813602,9000331605890,en:soybeans
650672,3011360084781,en:eggs
1383304,7310130004032,en:gluten
1383304,7310130004032,en:nuts
1383304,7310130004032,en:oats
1383304,7310130004032,sv:kornmaltsirap
1383292,7310130002687,en:gluten
1383305,7310130004469,en:gluten
1736495,8480000166258,es:disulfito sódico
524065,20657864,es:metabisulfito sódico
713921,3230890027529,en:celery
713921,3230890027529,en:gluten
713921,3230890027529,en:mustard
713921,3230890027529,en:soybeans
1686082,8434165482845,en:gluten
1686082,8434165482845,en:soybeans
1686082,8434165482845,en:sulphur-dioxide-and-sulphites
1686082,8434165482845,es:metabisulfito sódico
716225,3242272341864,en:gluten
716225,3242272341864,en:milk
658359,3033491139437,en:milk
678691,3106130000235,en:eggs
678691,3106130000235,en:gluten
678691,3106130000235,en:milk
1567127,8034013697065,en:eggs
1567127,8034013697065,en:gluten
1567127,8034013697065,en:milk
900396,3547230020127,en:milk
900396,3547230020127,fr:huile de sésame
1794940,8720165350063,en:soybeans
415013,0804531112207,en:nuts
331997,051043007944,en:milk
331997,051043007944,it:glutini
491457,2000000003765,en:celery
491457,2000000003765,en:crustaceans
491457,2000000003765,en:eggs
491457,2000000003765,en:fish
491457,2000000003765,en:gluten
491457,2000000003765,en:milk
491457,2000000003765,en:mustard
491457,2000000003765,en:sesame-seeds
491457,2000000003765,en:soybeans
656323,3023290623992,en:eggs
656323,3023290623992,en:milk
275735,0191210852708,en:eggs
587829,24075084,en:gluten
644001,29096510,en:gluten
644001,29096510,en:milk
644001,29096510,en:nuts
1338280,5900617039286,en:soybeans
1338280,5900617039286,en:owies
849291,3401579999752,en:celery
849291,3401579999752,en:eggs
849291,3401579999752,en:mustard
849291,3401579999752,en:soybeans
849291,3401579999752,en:sulphur-dioxide-and-sulphites
1184207,4388860202564,en:eggs
1184207,4388860202564,en:gluten
1184207,4388860202564,en:milk
1205226,5000159475525,en:milk
1171293,4311501635971,en:gluten
490554,19150611,en:gluten
490554,19150611,en:milk
1723571,8437010431005,en:milk
334081,0602652176753,en:nuts
334081,0602652176753,en:peanuts
334081,0602652176753,en:soybeans
1723270,8437010103865,en:gluten
1723270,8437010103865,en:soybeans
82439,0038000183690,en:milk
987796,3760019701219,en:milk
1351741,6003241004268,en:mustard
1206040,5000168186597,en:gluten
1206040,5000168186597,en:milk
1206040,5000168186597,en:soybeans
483916,13215811,en:gluten
1810880,8935000903124,en:fish
1797204,8801043031011,en:celery
1797204,8801043031011,en:crustaceans
1797204,8801043031011,en:eggs
1797204,8801043031011,en:fish
1797204,8801043031011,en:molluscs
1797204,8801043031011,en:peanuts
1241695,5055936873742,en:gluten
1241695,5055936873742,en:milk
1241695,5055936873742,en:soybeans
1203768,5000128763288,en:eggs
1203768,5000128763288,en:gluten
1203768,5000128763288,en:milk
1203768,5000128763288,en:soybeans
476632,0979797069982,en:eggs
36111,0020652003013,en:milk
417290,0810509005778,en:gluten
991151,3760030142916,en:mustard
1826407,9300652802542,en:gluten
1826407,9300652802542,en:soybeans
716248,3242272348054,en:gluten
716248,3242272348054,en:milk
133399,0047834000097,en:gluten
133399,0047834000097,en:soybeans
851574,3414280120100,en:eggs
1662023,8424790100405,en:milk
1173757,4316268368117,en:gluten
1173757,4316268368117,en:milk
1386706,7340011447122,en:gluten
899309,3543930210073,en:eggs
899309,3543930210073,en:gluten
899309,3543930210073,en:milk
661526,3038358009021,en:gluten
1384057,7310865096159,en:milk
1066952,4000161050353,en:milk
1066952,4000161050353,en:nuts
1066952,4000161050353,en:soybeans
1381098,7290000181103,en:gluten
1381098,7290000181103,en:milk
1381098,7290000181103,en:soybeans
1168555,4305720055238,en:milk
1383032,7300400482219,en:gluten
31028,0018000107636,en:eggs
31028,0018000107636,en:gluten
1561223,8033100804010,en:gluten
1561223,8033100804010,en:sulphur-dioxide-and-sulphites
676745,3102870040456,en:sesame-seeds
1391492,7501000112333,en:gluten
1836202,9414987012252,en:gluten
1429549,7613379907103,en:eggs
1429549,7613379907103,en:gluten
1429549,7613379907103,en:milk
1429549,7613379907103,en:nuts
1735730,8480000107039,en:milk
1824420,9300462348278,en:celery
1824420,9300462348278,en:fish
655736,3023290021217,en:milk
643471,29065585,en:milk
1146946,4102430015206,en:gluten
1168743,4306188048237,en:gluten
962600,3700125801304,en:eggs
962600,3700125801304,en:nuts
1355035,6111017042489,en:milk
1355035,6111017042489,en:nuts
1355035,6111017042489,en:soybeans
522524,20594343,en:milk
1169972,4311501375723,en:gluten
1169972,4311501375723,en:milk
1397259,7503025772004,en:gluten
1720504,8437007259858,en:eggs
1200481,4903001011128,en:soybeans
1335500,5776879015968,en:gluten
1335500,5776879015968,en:milk
1335500,5776879015968,en:soybeans
675952,3100080000611,en:gluten
675952,3100080000611,en:milk
1399858,7610032065149,en:gluten
1399858,7610032065149,en:milk
1399858,7610032065149,en:soybeans
846419,3396411232497,en:nuts
841553,3386030005190,en:crustaceans
841553,3386030005190,en:eggs
841553,3386030005190,en:gluten
841553,3386030005190,en:milk
841553,3386030005190,en:soybeans
271917,01305692,en:gluten
17620,00116343,en:eggs
17620,00116343,en:gluten
17620,00116343,en:milk
17620,00116343,en:nuts
17620,00116343,en:wheat gluten
271031,01145090,en:milk
1203328,5000128597371,en:eggs
1203328,5000128597371,en:gluten
1203328,5000128597371,en:milk
1203328,5000128597371,en:mustard
269842,01016154,en:milk
269842,01016154,en:double cream
1229729,5030756000431,en:gluten
1229729,5030756000431,en:milk
85529,0039047001176,en:gluten
85529,0039047001176,en:milk
1337738,5900512850290,en:milk
678970,3107400002218,en:gluten
666082,3049580541210,en:gluten
666082,3049580541210,en:milk
1147619,4104420021228,en:peanuts
1604464,8410705014493,en:gluten
848160,3401242340607,en:milk
1195574,4800888602268,en:eggs
1195574,4800888602268,en:milk products
658048,3033490594565,en:milk
658433,3033491215339,en:milk
586694,24045209,en:peanuts
1584313,8400097064718,en:milk
1584313,8400097064718,en:nuts
1584313,8400097064718,en:soybeans
651255,3015494278498,en:milk
268610,0099482466213,en:gluten
268610,0099482466213,en:milk
268610,0099482466213,en:soybeans
1195309,4800016663802,en:gluten
1195309,4800016663802,en:oats
1195309,4800016663802,en:milk products
1195309,4800016663802,en:soybean milk
1385239,7313161419271,en:eggs
1385239,7313161419271,en:mustard
1433522,7616500914131,en:milk
1433522,7616500914131,en:nuts
1433522,7616500914131,en:soybeans
1661495,8424644004606,en:milk
1661495,8424644004606,en:soybeans
1336355,5900120070042,en:milk
1337812,5900531000300,en:milk
1289790,5410018970137,en:soybeans
850013,3410280099002,en:milk
693180,3175681187931,en:eggs
693180,3175681187931,en:gluten
1290030,5410038506309,en:eggs
1290030,5410038506309,en:milk
1290030,5410038506309,en:soybeans
2354,00028271,en:gluten
2354,00028271,en:milk
2354,00028271,en:nuts
1242100,5055958701665,en:gluten
499171,2000091023917,en:gluten
499171,2000091023917,en:soybeans
988649,3760020737337,en:milk
277653,0200034018891,en:gluten
1286602,5400265029344,en:gluten
1286602,5400265029344,en:soybeans
1202093,5000108814900,sr:ovsa
1545938,8024324002429,en:eggs
1545938,8024324002429,en:milk
307536,0222343077604,en:celery
1188541,4606968002078,en:gluten
1593871,8410223710297,en:eggs
1593871,8410223710297,en:nuts
1382838,7300156587350,en:gluten
506021,2010167299993,en:milk
1397802,7535735672459,en:gluten
1397802,7535735672459,en:milk
1397802,7535735672459,en:soybeans
1584434,8404328877122,en:eggs
1584434,8404328877122,en:gluten
1584434,8404328877122,en:milk
1584434,8404328877122,en:soybeans
1382672,7300156478832,en:milk
1685980,8434165443235,en:gluten
1685980,8434165443235,en:sulphur-dioxide-and-sulphites
521525,20553906,en:eggs
521525,20553906,en:gluten
521525,20553906,en:milk
521525,20553906,en:soybeans
693908,3175690590401,en:fish
849596,3410280002248,en:fish
987595,3760018880434,en:milk
987595,3760018880434,en:mustard
716418,3242272964056,en:eggs
1826163,9300639100036,en:milk
291851,0207656042648,en:eggs
291851,0207656042648,en:gluten
291851,0207656042648,en:milk
1370698,6437005078866,en:gluten
1183569,4388844254053,en:milk
662943,3040072624206,en:sulphur-dioxide-and-sulphites
1752108,8590421034507,en:gluten
1752108,8590421034507,en:soybeans
1826523,9300657036331,en:gluten
1826523,9300657036331,en:milk
1824699,9300601411399,en:eggs
1824699,9300601411399,en:mustard
1832870,9339423003260,en:gluten
1832870,9339423003260,en:soybeans
1824529,9300601221974,en:milk
1826042,9300633783396,en:eggs
1826042,9300633783396,en:soybeans
1383626,7310401000312,en:gluten
1248708,5060113919915,en:milk
1248708,5060113919915,en:soybeans
851739,3415306290586,en:eggs
851739,3415306290586,en:gluten
1191355,4710144001110,en:gluten
1147236,4103840019686,en:milk
1149174,4104720021904,en:mustard
1149174,4104720021904,en:sulphur-dioxide-and-sulphites
1604566,8410706000198,en:gluten
486837,15610669,en:milk
1665432,8425705008601,en:milk
694195,3176582016320,en:milk
678985,3107400020151,en:eggs
678985,3107400020151,en:gluten
678985,3107400020151,en:milk
694110,3176577298007,en:milk
1836744,9415837000313,en:milk
1810877,8935000903063,en:fish
1585330,8410031930658,en:milk
1586629,8410066137022,en:celery
658311,3033491097867,en:milk
1067839,4000358610100,en:gluten
1824508,9300601186945,en:milk
285552,0203601016405,en:milk
285552,0203601016405,en:soybeans
1231174,5034444101707,en:milk
1231174,5034444101707,en:oats
