,code,allergen
632350,277610819267544500000325,en:fish
632350,277610819267544500000325,en:milk
679536,3110844402148,en:milk
679536,3110844402148,en:nuts
679536,3110844402148,en:soybeans
692667,3175681052932,en:soybeans
848235,3401295381039,en:milk
658122,3033490859176,en:milk
658123,3033490859183,en:milk
658125,3033490859206,en:milk
657957,3033490166076,en:milk
282609,0202184023299,en:gluten
282609,0202184023299,en:milk
282605,0202184006568,en:gluten
282605,0202184006568,en:milk
511620,2023020000209,en:fish
511620,2023020000209,en:gluten
511620,2023020000209,en:milk
658013,3033490473785,en:milk
314961,0260087013847,en:gluten
550101,22142511,en:eggs
550101,22142511,en:gluten
550101,22142511,en:milk
550101,22142511,en:soybeans
657323,3029330065883,en:gluten
657323,3029330065883,en:milk
1384411,7311070331141,en:gluten
482543,1234510100120,en:gluten
482543,1234510100120,en:soybeans
694132,3176580104746,en:milk
1795465,8722700072904,en:celery
1382653,72993316,en:celery
1355290,6111026104598,en:mustard
660153,3033710087471,en:celery
660153,3033710087471,en:eggs
660153,3033710087471,en:gluten
660153,3033710087471,en:milk
676354,3102621003075,en:nuts
716200,3242272262053,en:eggs
716200,3242272262053,en:gluten
716200,3242272262053,en:milk
716200,3242272262053,en:mustard
716200,3242272262053,en:soybeans
1286253,5400247048554,en:eggs
1286253,5400247048554,en:gluten
1286253,5400247048554,en:soybeans
506999,20124878,en:gluten
506999,20124878,en:milk
506999,20124878,en:mustard
506999,20124878,en:soybeans
151422,0056600902053,en:milk
151422,0056600902053,en:peanuts
151422,0056600902053,en:soybeans
660471,3036810350094,en:milk
843132,3390124001456,en:milk
1183944,4388860061239,en:milk
625717,2685121008999,en:gluten
625717,2685121008999,en:milk
847496,3399130013408,en:celery
847496,3399130013408,en:crustaceans
847496,3399130013408,en:fish
847496,3399130013408,en:gluten
847496,3399130013408,en:milk
847496,3399130013408,en:soybeans
843991,3392460510296,en:gluten
843991,3392460510296,en:milk
843991,3392460510296,en:soybeans
974,000050,en:eggs
974,000050,en:gluten
974,000050,en:milk
974,000050,en:nuts
680363,3112729049066,en:sulphur-dioxide-and-sulphites
963727,3700169160122,en:crustaceans
963727,3700169160122,en:eggs
963727,3700169160122,en:mustard
715816,3240931543512,en:eggs
715816,3240931543512,en:gluten
715816,3240931543512,en:milk
1566345,8033874027066,en:gluten
1433589,7616600706667,en:milk
1246258,5060005460518,en:milk
846883,3397457443984,en:gluten
657987,3033490269524,en:milk
656302,3023290471500,en:milk
656192,3023290216538,en:milk
656367,3023290719848,en:milk
656193,3023290216743,en:milk
148388,00548922,en:crustaceans
148388,00548922,en:fish
148388,00548922,en:gluten
148388,00548922,en:molluscs
898212,3538280052169,en:milk
898212,3538280052169,en:soybeans
679518,3110844337143,en:nuts
681505,3116430210272,en:eggs
681505,3116430210272,en:gluten
681505,3116430210272,en:milk
681505,3116430210272,en:nuts
681505,3116430210272,en:oats
681505,3116430210272,en:soybeans
681503,3116430210258,en:eggs
681503,3116430210258,en:gluten
681503,3116430210258,en:milk
681503,3116430210258,en:nuts
681503,3116430210258,en:oats
681503,3116430210258,en:soybeans
681506,3116430210289,en:eggs
681506,3116430210289,en:gluten
681506,3116430210289,en:milk
681506,3116430210289,en:nuts
681506,3116430210289,en:oats
681506,3116430210289,en:soybeans
681530,3116430210623,en:eggs
681530,3116430210623,en:gluten
681530,3116430210623,en:milk
681530,3116430210623,en:soybeans
681531,3116430210630,en:eggs
681531,3116430210630,en:soybeans
681556,3116430211033,en:eggs
681556,3116430211033,en:gluten
681556,3116430211033,en:milk
681556,3116430211033,en:nuts
681556,3116430211033,en:soybeans
1382999,7300400481564,en:gluten
675949,3100080000468,en:gluten
675949,3100080000468,en:milk
1441992,7622300786939,en:gluten
1441992,7622300786939,en:milk
1382925,7300400121187,en:gluten
660247,3034470001462,en:milk
657879,3033490003951,en:milk
292180,0207914014103,en:eggs
292180,0207914014103,en:gluten
292180,0207914014103,en:milk
292180,0207914014103,en:nuts
292180,0207914014103,en:soybeans
280582,0201173016403,en:eggs
280582,0201173016403,en:gluten
280582,0201173016403,en:milk
280582,0201173016403,en:nuts
280582,0201173016403,en:soybeans
308637,0230728025911,en:eggs
308637,0230728025911,en:gluten
308637,0230728025911,en:milk
666161,3050003191004,en:milk
666161,3050003191004,en:nuts
666161,3050003191004,en:peanuts
666161,3050003191004,en:sesame-seeds
693272,3175681208391,en:eggs
693272,3175681208391,en:gluten
693272,3175681208391,en:nuts
1241459,5055936815476,en:gluten
1241459,5055936815476,en:milk
1241459,5055936815476,en:nuts
1241459,5055936815476,en:peanuts
1241459,5055936815476,en:soybeans
1241460,5055936815483,en:gluten
1241460,5055936815483,en:milk
1241460,5055936815483,en:soybeans
1398663,7610011055604,en:milk
1391654,7501000913244,en:milk
524244,20665944,en:celery
524244,20665944,en:eggs
524244,20665944,en:gluten
524244,20665944,en:milk
524244,20665944,en:mustard
524244,20665944,en:soybeans
544654,22016478,en:milk
987527,3760018854312,en:milk
850788,3412911020461,en:sulphur-dioxide-and-sulphites
1750156,8480071338387,en:mustard
1750156,8480071338387,en:sulphur-dioxide-and-sulphites
1604414,8410705004296,en:eggs
1604414,8410705004296,en:fish
1604414,8410705004296,en:gluten
990287,3760026381572,en:eggs
990287,3760026381572,en:gluten
990287,3760026381572,en:milk
990287,3760026381572,en:soybeans
681541,3116430210791,en:eggs
681541,3116430210791,en:gluten
681541,3116430210791,en:milk
681541,3116430210791,en:soybeans
1317182,5450100013571,en:gluten
1317182,5450100013571,en:milk
1336288,5900102013463,en:soybeans
988535,3760020508487,en:gluten
550180,22146441,en:eggs
550180,22146441,en:gluten
550180,22146441,en:milk
550180,22146441,en:soybeans
550180,22146441,de:eiweißpulver
851514,3414170012355,en:milk
1581256,8076809571203,en:gluten
1392245,7501011164512,en:gluten
1392245,7501011164512,en:milk
1567544,8034063246671,en:gluten
849867,3410280026176,en:eggs
849867,3410280026176,en:gluten
1585760,8410042173303,en:molluscs
713306,3229820796628,en:soybeans
1753299,8594042911575,cs:ječmenná
1753299,8594042911575,cs:pšeničná
1753299,8594042911575,cs:sezam
1183890,4388860029512,en:milk
682262,3119780263868,en:gluten
1062326,3800113208006,en:milk
661238,3038351063600,en:gluten
662859,3039820590269,en:gluten
627904,27009451,en:gluten
627904,27009451,en:milk
1431731,7613413767687,en:eggs
1431731,7613413767687,en:milk
1431731,7613413767687,en:mustard
1802171,8851351344792,en:crustaceans
629788,27065945,en:eggs
629788,27065945,en:gluten
629788,27065945,en:milk
715597,3240931535951,en:gluten
1799621,8850100101044,en:gluten
684025,3139328230015,en:fish
714322,3231070005009,en:gluten
481700,11999492,en:gluten
481700,11999492,en:soybeans
963796,3700181506069,en:eggs
963796,3700181506069,en:gluten
963796,3700181506069,en:milk
963796,3700181506069,en:soybeans
841963,3387390339406,en:gluten
841963,3387390339406,en:oats
319693,0285556024346,en:milk
850767,3412610339758,en:eggs
850767,3412610339758,en:fish
661643,3038359003011,en:gluten
842402,3389090016045,en:celery
842402,3389090016045,en:fish
842402,3389090016045,en:milk
842402,3389090016045,en:sulphur-dioxide-and-sulphites
555506,2233314005241,en:milk
504292,2007400000171,en:gluten
574801,23196124,en:eggs
574801,23196124,en:milk
665694,3047100000193,fr:réglisse
1068433,4000417024008,en:gluten
1068433,4000417024008,en:milk
1068433,4000417024008,en:nuts
1068433,4000417024008,en:soybeans
1800052,8850206250776,en:gluten
1800052,8850206250776,en:soybeans
1800052,8850206250776,th:soy bean
1839443,9556041130981,en:gluten
1839443,9556041130981,en:sesame-seeds
1839443,9556041130981,en:soybeans
660620,3036811365981,en:milk
1381516,7290003684892,en:eggs
851128,3413880042218,en:sesame-seeds
656071,3023290110898,en:milk
1798915,8809419300068,en:gluten
1798915,8809419300068,en:soybeans
1205346,5000159492355,en:eggs
1205346,5000159492355,en:gluten
1205346,5000159492355,en:milk
1205346,5000159492355,en:soybeans
1431705,7613413758661,en:milk
662597,3039050532244,en:gluten
899316,3543931103015,en:milk
658071,3033490690861,en:milk
1170593,4311501477540,de:kabeljau
499054,20000707,en:milk
1820384,9040400001789,en:gluten
1820384,9040400001789,en:peanuts
1820384,9040400001789,en:soybeans
655807,3023290030325,en:milk
1063916,3830053873361,en:gluten
1063916,3830053873361,en:milk
1063916,3830053873361,en:soybeans
638120,2864200033859,en:eggs
638120,2864200033859,en:gluten
638120,2864200033859,en:milk
503909,20069018,en:eggs
503909,20069018,en:gluten
1148348,4104420146945,en:gluten
1148348,4104420146945,en:nuts
898435,3539430000405,en:gluten
682216,3119780257720,en:gluten
643207,29052776,en:eggs
643207,29052776,en:gluten
643207,29052776,en:milk
643207,29052776,de:mascarpone-frischkäse
643207,29052776,de:molkenerzeugnispulver
692498,31755681190078,en:gluten
692498,31755681190078,en:soybeans
1379629,7090008098126,en:gluten
538476,21434101,en:milk
1392490,7501017006762,en:gluten
1392490,7501017006762,en:soybeans
289282,0206083040548,en:celery
289282,0206083040548,en:crustaceans
289282,0206083040548,en:eggs
289282,0206083040548,en:fish
289282,0206083040548,en:gluten
289282,0206083040548,en:milk
289282,0206083040548,en:molluscs
289282,0206083040548,en:sulphur-dioxide-and-sulphites
1267619,5290129000806,en:cow milk
666074,3049580530214,en:gluten
666074,3049580530214,en:milk
666074,3049580530214,en:soybeans
414448,0800163009397,en:gluten
414448,0800163009397,en:nuts
1529352,8014294302254,en:crustaceans
1529352,8014294302254,en:eggs
1529352,8014294302254,en:fish
1529352,8014294302254,en:gluten
1529352,8014294302254,en:milk
1529352,8014294302254,en:molluscs
1529352,8014294302254,en:mustard
1529352,8014294302254,en:soybeans
658745,3033491376955,en:milk
658745,3033491376955,en:soybeans
658681,3033491333965,en:milk
693152,3175681184695,en:celery
693152,3175681184695,en:eggs
693152,3175681184695,en:gluten
693152,3175681184695,en:milk
693152,3175681184695,en:nuts
693152,3175681184695,en:soybeans
693148,3175681184572,en:milk
521143,20534097,en:eggs
521143,20534097,en:gluten
521143,20534097,en:milk
521143,20534097,en:soybeans
521143,20534097,en:sulphur-dioxide-and-sulphites
841067,3384480029049,en:gluten
841067,3384480029049,en:soybeans
1800937,8850425007687,en:eggs
1800937,8850425007687,en:gluten
1802077,8851028110712,en:soybeans
1383130,7310040027503,en:gluten
1383130,7310040027503,en:milk
1383130,7310040027503,en:soybeans
659562,3033610071129,en:fish
663605,3041091206800,en:milk
604832,25320862,en:milk
604832,25320862,en:soybeans
660177,3033710582907,en:gluten
1826703,9300658703744,en:milk
294547,0209112005587,en:gluten
693263,3175681205925,en:gluten
693263,3175681205925,en:milk
693263,3175681205925,en:soybeans
693257,3175681204881,en:eggs
693257,3175681204881,en:milk
693257,3175681204881,en:soybeans
693331,3175681214507,en:celery
693331,3175681214507,en:gluten
693331,3175681214507,en:milk
693331,3175681214507,en:soybeans
1431921,7613413929689,en:eggs
1431921,7613413929689,en:mustard
1831063,9315748109986,en:eggs
627808,2700862001167,en:milk
716145,3242272102359,en:eggs
716145,3242272102359,en:gluten
716145,3242272102359,en:milk
716142,3242272101352,en:eggs
716142,3242272101352,en:milk
716142,3242272101352,en:nuts
1528115,8013355998627,en:eggs
1528115,8013355998627,en:gluten
1528115,8013355998627,en:milk
1528115,8013355998627,en:soybeans
1528115,8013355998627,it:burro
1528115,8013355998627,it:burro
1182678,4388844075528,en:gluten
1383047,7300400575997,en:gluten
1383047,7300400575997,en:sesame-seeds
655665,3023290011829,en:milk
660120,3033710083473,en:celery
660120,3033710083473,en:gluten
1269239,5391500913002,en:sesame-seeds
1752499,8593893744486,en:eggs
1752499,8593893744486,en:milk
1752499,8593893744486,en:nuts
1431240,7613413199471,en:eggs
1431240,7613413199471,fr:semoule de blé dur
1170683,4311501487099,en:milk
1170683,4311501487099,en:nuts
1241466,5055936815582,en:milk
1241466,5055936815582,en:peanuts
665220,3046920008044,en:gluten
665220,3046920008044,en:milk
665220,3046920008044,en:nuts
665220,3046920008044,en:soybeans
1831157,9316401201757,en:peanuts
1831157,9316401201757,en:sesame-seeds
1824698,9300601411375,en:fish
1824698,9300601411375,en:soybeans
1205204,5000159473996,en:milk
1205204,5000159473996,en:peanuts
1205204,5000159473996,en:soybeans
1170864,4311501600627,en:gluten
850753,3412610337594,en:crustaceans
662688,3039050640499,fr:farine
631109,2722390003420,en:fish
550747,22163448,en:gluten
506873,20121570,en:gluten
508938,20179298,en:gluten
508938,20179298,en:sesame-seeds
508938,20179298,en:soybeans
505414,20095918,en:gluten
505414,20095918,en:milk
1392167,7501011121973,en:soybeans
1392202,7501011135512,en:milk
506473,20111281,en:gluten
507405,20138189,en:gluten
507405,20138189,en:soybeans
1267278,5285006131407,en:sesame-seeds
662414,3039050163998,en:gluten
662414,3039050163998,en:soybeans
694613,3176800033412,en:eggs
694613,3176800033412,en:milk
290807,0207034029520,en:eggs
290807,0207034029520,en:gluten
290807,0207034029520,en:milk
290807,0207034029520,en:nuts
1336018,5900020029119,en:gluten
1336018,5900020029119,en:milk
1336018,5900020029119,en:soybeans
1205096,5000159460347,en:milk
1205096,5000159460347,en:soybeans
550369,22151865,en:milk
1246506,5060023979740,en:eggs
1246506,5060023979740,en:gluten
1246506,5060023979740,en:milk
1246506,5060023979740,en:nuts
1246506,5060023979740,fr:crème liquide
1246506,5060023979740,fr:farine complète
1246506,5060023979740,fr:crème liquide
1246506,5060023979740,fr:farine complète
681780,3116740033530,en:gluten
1205458,5000159501903,en:milk
1205458,5000159501903,en:soybeans
1392065,7501008024959,en:gluten
507404,20138165,en:gluten
507404,20138165,en:milk
1836571,9415522001823,en:milk
1836571,9415522001823,en:soybeans
1795790,8722700462958,en:peanuts
1802156,8851344002692,en:eggs
1802156,8851344002692,th:ไข่ขาว
1147841,4104420053144,en:gluten
1147841,4104420053144,en:milk
549434,22122575,en:milk
849606,3410280003108,en:crustaceans
849606,3410280003108,en:fish
849606,3410280003108,en:milk
849606,3410280003108,en:molluscs
849606,3410280003108,fr:moules du pacifique
630313,27085219,en:soybeans
850719,3412290071870,en:milk
850719,3412290071870,en:nuts
839788,3380841603033,en:eggs
839788,3380841603033,en:gluten
839788,3380841603033,en:milk
839788,3380841603033,en:nuts
715589,3240931534879,en:eggs
715589,3240931534879,en:gluten
715589,3240931534879,en:milk
849978,3410280063911,en:gluten
849978,3410280063911,en:oats
849978,3410280063911,en:sulphur-dioxide-and-sulphites
1384416,7311070332070,en:gluten
549795,22133472,en:gluten
840278,3382562160192,en:eggs
475467,0899033002101,en:gluten
475467,0899033002101,en:soybeans
1531007,8015854040791,en:gluten
989221,3760023342019,en:eggs
989221,3760023342019,en:gluten
989221,3760023342019,en:milk
1602041,8410576013250,en:milk
1602041,8410576013250,en:soybeans
989605,3760024847575,en:sulphur-dioxide-and-sulphites
1801848,8851011238119,en:soybeans
1241480,5055936817753,en:gluten
656787,3025640057150,en:milk
840886,3384110004743,en:gluten
840886,3384110004743,en:milk
679284,3110320503109,en:eggs
679284,3110320503109,en:gluten
520849,20525514,en:gluten
520849,20525514,en:milk
520849,20525514,en:peanuts
520849,20525514,en:sulphur-dioxide-and-sulphites
520849,20525514,fr:iait
582416,23685277,en:milk
582416,23685277,de:milchsäurebakterienkulturen
898793,3540860038111,en:eggs
898793,3540860038111,en:gluten
658378,3033491156434,en:milk
1229763,5030765032737,en:eggs
1229763,5030765032737,en:gluten
1229763,5030765032737,en:milk
1229763,5030765032737,en:soybeans
665600,3046920059268,en:gluten
665600,3046920059268,en:milk
665600,3046920059268,en:soybeans
695309,3178530412802,en:eggs
695309,3178530412802,en:gluten
695309,3178530412802,en:milk
695309,3178530412802,en:nuts
667581,3060921450701,en:eggs
667581,3060921450701,en:milk
552570,2224658049077,en:gluten
715040,3234783103901,en:sulphur-dioxide-and-sulphites
845091,3395328128121,en:milk
845091,3395328128121,en:soybeans
851782,3415306292085,en:eggs
851782,3415306292085,en:gluten
851782,3415306292085,en:milk
676357,3102621003259,en:eggs
676357,3102621003259,en:nuts
898150,3538280000511,en:milk
898150,3538280000511,en:soybeans
1432485,7614800145002,en:eggs
1432485,7614800145002,en:gluten
1432485,7614800145002,en:milk
1432485,7614800145002,en:soybeans
693483,3175681237926,en:gluten
693483,3175681237926,en:milk
693483,3175681237926,en:oats
693483,3175681237926,en:soybeans
693256,3175681204850,en:eggs
693256,3175681204850,en:gluten
693256,3175681204850,en:milk
693256,3175681204850,en:soybeans
1182205,4388844005808,en:eggs
1182205,4388844005808,en:gluten
290416,0206907007351,en:gluten
290416,0206907007351,fr:graines de tournesol
657911,3033490004705,en:milk
1604406,8410705003749,en:milk
663260,3041090063176,en:gluten
681638,3116430508799,en:eggs
681638,3116430508799,en:gluten
681638,3116430508799,en:milk
681638,3116430508799,en:soybeans
681555,3116430211026,en:eggs
681555,3116430211026,en:gluten
681555,3116430211026,en:milk
681555,3116430211026,en:nuts
681555,3116430211026,en:soybeans
851453,3414120000463,en:fish
851453,3414120000463,en:mustard
1800780,8850388540092,en:celery
283044,0202319026171,en:gluten
283044,0202319026171,en:milk
282603,0202183023290,en:gluten
282603,0202183023290,en:milk
658444,3033491218941,en:milk
1170556,4311501473320,en:gluten
1267281,5285006132404,en:gluten
850955,3413160013389,en:milk
1289763,5410018401716,en:gluten
693150,3175681184633,en:celery
693150,3175681184633,en:gluten
693150,3175681184633,en:milk
693150,3175681184633,en:soybeans
693151,3175681184664,en:eggs
693151,3175681184664,en:gluten
693151,3175681184664,en:milk
693151,3175681184664,en:soybeans
693194,3175681188709,en:milk
693194,3175681188709,en:soybeans
693194,3175681188709,en:sulphur-dioxide-and-sulphites
693414,3175681226715,en:eggs
693414,3175681226715,en:gluten
693414,3175681226715,en:milk
693414,3175681226715,en:oats
693414,3175681226715,en:soybeans
693791,3175681852037,en:gluten
693791,3175681852037,en:milk
315279,0260180019357,en:eggs
315279,0260180019357,en:gluten
315279,0260180019357,en:milk
315279,0260180019357,en:nuts
315279,0260180019357,en:soybeans
1148229,4104420139862,en:nuts
1183643,4388844267008,en:nuts
1183643,4388844267008,de:macadamianusskerne
1183643,4388844267008,de:pekannusskerne
692681,3175681056237,en:gluten
692681,3175681056237,en:milk
692689,3175681057241,en:milk
692689,3175681057241,en:soybeans
692795,3175681091474,en:milk
478818,10403570,en:gluten
478818,10403570,en:milk
478818,10403570,en:nuts
478818,10403570,en:peanuts
478818,10403570,en:soybeans
1833687,93450669,en:nuts
1833687,93450669,en:peanuts
1824694,9300601407866,en:gluten
1826115,9300633953966,en:milk
1826115,9300633953966,en:nuts
1826115,9300633953966,en:soybeans
1826066,9300633905118,en:gluten
1826066,9300633905118,en:milk
1826066,9300633905118,en:soybeans
1825667,9300633362782,en:nuts
1825707,9300633416706,en:peanuts
1825707,9300633416706,en:soybeans
1833584,9344081000506,en:peanuts
1174929,4316268534093,en:celery
1174929,4316268534093,en:milk
1174929,4316268534093,en:mustard
1174929,4316268534093,en:sesame-seeds
1174929,4316268534093,en:soybeans
122633,0042272003709,en:milk
1399562,7610029192889,en:gluten
1399562,7610029192889,en:soybeans
503893,20068417,en:gluten
503893,20068417,en:milk
503893,20068417,fr:ferments
503893,20068417,fr:protéines de lactosérum du lait
503893,20068417,fr:protéines de lactosérum du lait de brebis
503893,20068417,fr:protéines de lactosérum du lait de vache
550055,22140814,en:lupin
550055,22140814,en:milk
550055,22140814,en:soybeans
523893,20648930,en:gluten
523893,20648930,en:milk
1232513,5038862232326,de:soja-protein
693512,3175681245501,en:celery
693512,3175681245501,en:eggs
693512,3175681245501,en:gluten
693512,3175681245501,en:milk
693512,3175681245501,en:nuts
693512,3175681245501,en:soybeans
693512,3175681245501,en:sulphur-dioxide-and-sulphites
1173868,4316268403023,en:eggs
1173868,4316268403023,en:milk
1173666,4316268327459,en:celery
1173666,4316268327459,en:mustard
714652,3234510206004,en:eggs
714652,3234510206004,en:milk
714652,3234510206004,en:mustard
1067025,4000161300205,en:nuts
988804,3760022090089,en:eggs
988804,3760022090089,en:gluten
988804,3760022090089,en:milk
497457,2000000813493,en:gluten
497457,2000000813493,en:milk
497457,2000000813493,en:nuts
497457,2000000813493,en:sesame-seeds
497457,2000000813493,en:sulphur-dioxide-and-sulphites
713131,3229820792750,en:eggs
713131,3229820792750,en:gluten
661545,3038359000751,en:gluten
498764,2000008014816,en:eggs
498764,2000008014816,en:gluten
498764,2000008014816,en:milk
498764,2000008014816,en:soybeans
628819,27034170,en:gluten
1187480,4600823094017,en:nuts
1187480,4600823094017,en:peanuts
1825812,9300633550967,en:gluten
1825812,9300633550967,en:milk
1825812,9300633550967,en:soybeans
1833426,9342584044508,en:milk
1824679,9300601387502,en:milk
678505,3105560065005,en:eggs
678505,3105560065005,en:milk
678505,3105560065005,en:nuts
1824664,9300601341153,en:sesame-seeds
1826724,9300664020224,en:milk
1825247,9300617046929,en:milk
1826310,9300650018860,en:gluten
1825786,9300633517236,en:eggs
1825786,9300633517236,en:milk
1825786,9300633517236,en:sulphur-dioxide-and-sulphites
1826002,9300633716899,en:milk
1834136,9349571000233,en:gluten
1834136,9349571000233,en:milk
1834136,9349571000233,en:nuts
1834136,9349571000233,en:sesame-seeds
1824820,9300601930203,en:eggs
1824820,9300601930203,en:gluten
682549,3120470308059,en:milk
682549,3120470308059,en:soybeans
1206786,5000169102886,en:gluten
659948,3033710036868,en:celery
1230529,5032722312661,en:nuts
383002,0722648715671,en:nuts
383199,0723055203812,en:nuts
383202,0723055203881,en:nuts
331049,04902286696,en:nuts
1147470,4104060031519,en:milk
1173893,4316268410328,en:milk
1148227,4104420139800,en:milk
643178,29051816,en:nuts
841458,3385990024241,en:celery
841458,3385990024241,en:eggs
841458,3385990024241,en:gluten
841458,3385990024241,en:milk
848998,3401560314311,en:eggs
848998,3401560314311,en:milk
628142,27013298,en:milk
843432,3391180002661,en:sulphur-dioxide-and-sulphites
1582484,80993193,en:soybeans
649371,3000000210697,en:eggs
649371,3000000210697,en:gluten
649371,3000000210697,en:milk
1242679,5056104535561,en:eggs
1242679,5056104535561,en:gluten
1242679,5056104535561,en:milk
1834616,9353712000037,en:soybeans
1170873,4311501601341,en:eggs
1170873,4311501601341,en:gluten
1170873,4311501601341,en:milk
1821433,9100000051598,en:milk
1821433,9100000051598,de:natriummetabisulfit
1821949,9100000739786,en:celery
1821949,9100000739786,en:gluten
1821949,9100000739786,en:soybeans
1337837,5900531003400,en:milk
33785,0019022417284,en:milk
1191810,4711202221174,en:gluten
1191810,4711202221174,en:milk
1062712,3800213622498,en:gluten
1752956,8594008270173,en:mléko
1752956,8594008270173,en:mléčné kultury
1752956,8594008270173,en:smetana
633056,28002383,en:soybeans
537003,2125415002857,en:nuts
1148407,4104420176690,en:milk
900169,3547130085189,en:sulphur-dioxide-and-sulphites
523437,20630195,en:gluten
1067019,4000161210436,en:milk
1067019,4000161210436,en:nuts
1067019,4000161210436,en:soybeans
498392,2000002852650,en:gluten
498392,2000002852650,en:sesame-seeds
496370,2000000228723,en:gluten
496367,2000000228655,en:gluten
496412,2000000235592,en:eggs
496412,2000000235592,en:gluten
496412,2000000235592,en:milk
556001,2237284007359,en:mustard
496112,2000000165707,en:eggs
496112,2000000165707,en:gluten
496112,2000000165707,en:milk
496112,2000000165707,en:nuts
496112,2000000165707,en:soybeans
280797,0201308013918,en:gluten
280797,0201308013918,en:milk
491347,2000000002415,en:gluten
321517,0292320011747,en:gluten
497344,2000000594613,en:gluten
497707,2000000907208,en:gluten
497341,2000000594378,en:gluten
497341,2000000594378,en:oats
497341,2000000594378,en:sulphur-dioxide-and-sulphites
497614,2000000903330,en:gluten
495675,2000000123226,en:eggs
495675,2000000123226,en:gluten
495675,2000000123226,en:milk
495675,2000000123226,en:soybeans
287305,0205012004798,en:mustard
693892,3175690318548,en:fish
270080,01054001411289863103000175,en:milk
1192854,4750001944877,en:eggs
1192854,4750001944877,en:gluten
1192854,4750001944877,en:milk
1192854,4750001944877,en:nuts
988871,3760022332882,en:crustaceans
988871,3760022332882,en:fish
988871,3760022332882,en:gluten
988871,3760022332882,en:mustard
988871,3760022332882,en:soybeans
1146731,41015438,en:eggs
1146731,41015438,en:gluten
1146731,41015438,en:milk
1146731,41015438,en:soybeans
1173115,4311596475933,en:eggs
1173115,4311596475933,en:gluten
1173115,4311596475933,en:milk
1173115,4311596475933,de:sahnesauce
1170237,4311501438374,en:milk
1173048,4311596467433,en:gluten
1173048,4311596467433,en:nuts
341729,0627843414421,en:nuts
1388748,7394376615948,en:gluten
330951,04842293,en:milk
1391471,7501000106301,en:eggs
1391471,7501000106301,en:gluten
1391471,7501000106301,en:milk
1391471,7501000106301,en:nuts
1391471,7501000106301,en:sesame-seeds
1391471,7501000106301,en:soybeans
538296,21410887,en:gluten
272678,01521803,en:mustard
1062734,3800213627516,en:gluten
1062716,3800213622580,en:gluten
1286177,5400247032027,en:gluten
1267599,5290097007562,en:sulphur-dioxide-and-sulphites
693406,3175681226067,en:gluten
693406,3175681226067,en:milk
693406,3175681226067,en:soybeans
1188442,4606272029860,ru:молочный
1188442,4606272029860,ru:соевый
681572,3116430211446,en:eggs
681572,3116430211446,en:gluten
681572,3116430211446,en:milk
681572,3116430211446,en:nuts
681572,3116430211446,en:soybeans
681571,3116430211439,en:eggs
681571,3116430211439,en:gluten
681571,3116430211439,en:milk
681571,3116430211439,en:nuts
681571,3116430211439,en:soybeans
535928,2112767004707,en:milk
1837227,9421006224930,en:gluten
1171640,4311501663806,en:gluten
1171640,4311501663806,en:milk
567878,23026780,en:gluten
567878,23026780,en:milk
567878,23026780,nl:brie
567878,23026780,nl:tarwemoutbloem
666988,3056440031798,en:gluten
666988,3056440031798,en:milk
716569,3242275003356,en:fish
716569,3242275003356,en:mustard
716569,3242275003356,en:sesame-seeds
849587,3410280000640,en:fish
849587,3410280000640,en:milk
849587,3410280000640,en:sulphur-dioxide-and-sulphites
849618,3410280003979,en:sulphur-dioxide-and-sulphites
849647,3410280005584,en:gluten
849647,3410280005584,en:milk
849647,3410280005584,en:nuts
849647,3410280005584,en:oats
849680,3410280007410,en:celery
849680,3410280007410,en:crustaceans
849680,3410280007410,en:eggs
849680,3410280007410,en:fish
849680,3410280007410,en:gluten
849680,3410280007410,en:milk
849680,3410280007410,en:molluscs
849680,3410280007410,en:mustard
849680,3410280007410,en:sulphur-dioxide-and-sulphites
849693,3410280008974,en:soybeans
849693,3410280008974,en:sulphur-dioxide-and-sulphites
849714,3410280010762,en:gluten
849773,3410280021133,en:milk
849784,3410280021461,en:milk
849784,3410280021461,en:sulphur-dioxide-and-sulphites
849823,3410280023243,en:gluten
849823,3410280023243,en:milk
849823,3410280023243,en:nuts
849823,3410280023243,en:peanuts
849823,3410280023243,en:soybeans
849848,3410280024394,en:eggs
849848,3410280024394,en:gluten
849831,3410280023533,en:gluten
849831,3410280023533,en:milk
849831,3410280023533,en:nuts
849831,3410280023533,en:peanuts
849831,3410280023533,en:soybeans
849847,3410280024387,en:eggs
849847,3410280024387,en:gluten
849878,3410280027852,en:eggs
849878,3410280027852,en:gluten
849878,3410280027852,en:milk
849878,3410280027852,en:nuts
849878,3410280027852,en:oats
849878,3410280027852,en:soybeans
849912,3410280043722,en:sulphur-dioxide-and-sulphites
849923,3410280049168,en:eggs
849923,3410280049168,en:gluten
849923,3410280049168,en:milk
849923,3410280049168,en:nuts
849923,3410280049168,en:oats
849923,3410280049168,en:peanuts
849923,3410280049168,en:soybeans
849976,3410280063072,en:milk
849976,3410280063072,en:mustard
849976,3410280063072,en:nuts
849976,3410280063072,en:peanuts
849993,3410280070834,en:milk
849993,3410280070834,en:soybeans
849993,3410280070834,en:sulphur-dioxide-and-sulphites
1061966,3800065718134,en:milk
1061947,3800065711609,en:gluten
1267957,5310005002899,en:nuts
1812088,8964001242567,en:gluten
1812089,8964001242581,en:eggs
1812085,8964001242369,en:gluten
1812085,8964001242369,en:milk
